% Model,hex structure V4 - GeAsS.mph
% Version,COMSOL 6.3.0.290
% Date,"May 31 2026, 12:13"
% Table,Table 1 - Global Evaluation 1
% wl,hang (m),r (m),Effective mode index (1),real(ewfd.neff) (1),Aeff (m^2)
4.300000000000001,2.0E-7,2.0E-6,2.520160941930665-0.06275886114291679i,2.520160941930665,7.457771838337367E-11
4.300000000000001,2.0E-7,2.0E-6,2.5246450784064876-0.14891356823919533i,2.5246450784064876,7.005835246535583E-11
4.300000000000001,2.0E-7,2.0E-6,2.525069036420011-0.14947913479349847i,2.525069036420011,6.927071467175159E-11
4.300000000000001,2.0E-7,2.0E-6,2.5350696796767527-0.0590910084959677i,2.5350696796767527,7.09248877150242E-11
4.300000000000001,2.0E-7,2.0E-6,2.5350696868784577-0.05909101160482028i,2.5350696868784577,7.092521589107181E-11
4.300000000000001,2.0E-7,2.0E-6,2.538420877791346-0.14649189683318403i,2.538420877791346,6.975972407116574E-11
4.300000000000001,2.0E-7,2.0E-6,2.5384210356283647-0.1464924253437368i,2.5384210356283647,6.975955694829524E-11
4.300000000000001,2.0E-7,2.0E-6,2.548190440856257-0.05558376281274247i,2.548190440856257,7.108369951521523E-11
4.300000000000001,2.0E-7,2.0E-6,2.548781172591734-0.05604566917705916i,2.548781172591734,7.003116252950486E-11
4.300000000000001,2.0E-7,2.0E-6,2.5503283218076724-0.14413549483858085i,2.5503283218076724,6.980916120612782E-11
4.300000000000001,2.0E-7,2.0E-6,2.5503284724444146-0.14413603271306624i,2.5503284724444146,6.98089619285346E-11
4.300000000000001,2.0E-7,2.0E-6,2.560370528186796-0.14182323988284468i,2.560370528186796,7.034898415837583E-11
4.300000000000001,2.0E-7,2.0E-6,2.5604325609011154-0.05290989487958302i,2.5604325609011154,7.008685497854959E-11
4.300000000000001,2.0E-7,2.0E-6,2.560432580316018-0.05290991812711492i,2.560432580316018,7.008745937560864E-11
4.300000000000001,2.0E-7,2.0E-6,2.5608173135629593-0.1424387923156611i,2.5608173135629593,6.91473349420767E-11
4.300000000000001,2.0E-7,2.0E-6,2.569244950044031-0.1404537917434645i,2.569244950044031,7.008574437809061E-11
4.300000000000001,2.0E-7,2.0E-6,2.5692451709165223-0.1404544265789579i,2.5692451709165223,7.008577709317634E-11
4.300000000000001,2.0E-7,2.0E-6,2.5709303468254183-0.05035706085602893i,2.5709303468254183,7.003977879277963E-11
4.300000000000001,2.0E-7,2.0E-6,2.570930374987665-0.05035709091887613i,2.570930374987665,7.00403255416158E-11
4.300000000000001,2.0E-7,2.0E-6,2.57630695558844-0.13908099406161106i,2.57630695558844,7.035224427048365E-11
4.300000000000001,2.0E-7,2.0E-6,2.576307210642816-0.13908170303441156i,2.576307210642816,7.035229604099687E-11
4.300000000000001,2.0E-7,2.0E-6,2.579721848764857-0.047920992657417116i,2.579721848764857,7.095704507405762E-11
4.300000000000001,2.0E-7,2.0E-6,2.5802663821279133-0.048423754754405746i,2.5802663821279133,6.983730322296527E-11
4.300000000000001,2.0E-7,2.0E-6,2.581538935321489-0.13772141799171944i,2.581538935321489,7.070376501454739E-11
4.300000000000001,2.0E-7,2.0E-6,2.58200707096053-0.1383656346743324i,2.58200707096053,6.910881472907175E-11
4.300000000000001,2.0E-7,2.0E-6,2.5856667409045926-0.13731096696263104i,2.5856667409045926,7.04610575079609E-11
4.300000000000001,2.0E-7,2.0E-6,2.58566685228551-0.1373112741906707i,2.58566685228551,7.04614310311252E-11
4.300000000000001,2.0E-7,2.0E-6,2.5876402546360437-0.04633510860895743i,2.5876402546360437,6.989662209480879E-11
4.300000000000001,2.0E-7,2.0E-6,2.587640269205148-0.04633512784924928i,2.587640269205148,6.989732767812882E-11
4.300000000000001,2.0E-7,2.0E-6,2.588008413019423-0.1368576423813234i,2.588008413019423,4.600574253436411E-11
4.300000000000001,2.0E-7,2.0E-6,2.5880085120385288-0.1368579572100461i,2.5880085120385288,4.600396848223554E-11
4.300000000000001,2.0E-7,2.0E-6,2.5887879589726177-0.1367079536926952i,2.5887879589726177,3.0664251233180533E-12
4.300000000000001,2.0E-7,2.0E-6,2.5938833692379113-0.04482378277476904i,2.5938833692379113,6.987576138780538E-11
4.300000000000001,2.0E-7,2.0E-6,2.5938833851100065-0.04482380480318919i,2.5938833851100065,6.987640724112463E-11
4.300000000000001,2.0E-7,2.0E-6,2.598465658411851-0.04342042275151807i,2.598465658411851,7.115899880478929E-11
4.300000000000001,2.0E-7,2.0E-6,2.598983247471121-0.04393162255752208i,2.598983247471121,6.974933625145208E-11
4.300000000000001,2.0E-7,2.0E-6,2.602176156890101-0.0428636051242109i,2.602176156890101,6.970650353063364E-11
4.300000000000001,2.0E-7,2.0E-6,2.6021761665292353-0.04286361432815969i,2.6021761665292353,6.970641049554322E-11
4.300000000000001,2.0E-7,2.0E-6,2.60424876611808-0.04236102740007647i,2.60424876611808,6.958509341405163E-11
4.300000000000001,2.0E-7,2.0E-6,2.6042487813035526-0.042361044101183694i,2.6042487813035526,6.958505185481698E-11
4.300000000000001,2.0E-7,2.0E-6,2.6049390811059094-0.04219469987345049i,2.6049390811059094,1.0433503413352434E-10
4.4,5.0E-8,2.0E-6,2.4604186957733094-0.07860075173551988i,2.4604186957733094,7.110315516316568E-11
4.4,5.0E-8,2.0E-6,2.460420033511261-0.07860044628700616i,2.460420033511261,7.110413162288405E-11
4.4,5.0E-8,2.0E-6,2.461746851906683,2.461746851906683,8.0491847943189E-12
4.4,5.0E-8,2.0E-6,2.4617471057764773,2.4617471057764773,8.049248671575575E-12
4.4,5.0E-8,2.0E-6,2.4807969984811535-0.07339290157229736i,2.4807969984811535,7.098432160518147E-11
4.4,5.0E-8,2.0E-6,2.4807978596470974-0.07339270036891091i,2.4807978596470974,7.098488865841753E-11
4.4,5.0E-8,2.0E-6,2.4994447034228737-0.06859609952973922i,2.4994447034228737,7.105623412450488E-11
4.4,5.0E-8,2.0E-6,2.4995876599251727-0.06868300663321872i,2.4995876599251727,7.080773156173607E-11
4.4,5.0E-8,2.0E-6,2.516614718504149-0.0643226395209583i,2.516614718504149,7.07455761963366E-11
4.4,5.0E-8,2.0E-6,2.516615050018942-0.06432256420646162i,2.516615050018942,7.074584527993398E-11
4.4,5.0E-8,2.0E-6,2.5219115828024887-0.15019625234726697i,2.5219115828024887,6.949228080150107E-11
4.4,5.0E-8,2.0E-6,2.5219497723636564-0.15025221707259143i,2.5219497723636564,6.938682376828374E-11
4.4,5.0E-8,2.0E-6,2.5321275334681066-0.06042626357857503i,2.5321275334681066,7.063688902659202E-11
4.4,5.0E-8,2.0E-6,2.532127728926622-0.0604262209904749i,2.532127728926622,7.063698139252682E-11
4.4,5.0E-8,2.0E-6,2.53609718537757-0.14734837127505349i,2.53609718537757,7.03394294586251E-11
4.4,5.0E-8,2.0E-6,2.5360972347795534-0.14734858477249432i,2.5360972347795534,7.033932069640298E-11
4.4,5.0E-8,2.0E-6,2.5460174046927033-0.05688663679806308i,2.5460174046927033,7.074572037347831E-11
4.4,5.0E-8,2.0E-6,2.5461507096245573-0.05698942260328318i,2.5461507096245573,7.048539089021547E-11
4.4,5.0E-8,2.0E-6,2.548526316343292-0.14485284885994584i,2.548526316343292,7.010986963863517E-11
4.4,5.0E-8,2.0E-6,2.54852639107056-0.14485298150505643i,2.54852639107056,7.010994273816707E-11
4.4,5.0E-8,2.0E-6,2.5585095673858937-0.053846025118278885i,2.5585095673858937,7.186174006638001E-11
4.4,5.0E-8,2.0E-6,2.5585096160113863-0.05384601273277667i,2.5585096160113863,7.186167279698996E-11
4.4,5.0E-8,2.0E-6,2.559221284290745-0.1426850233018999i,2.559221284290745,6.93812416210753E-11
4.4,5.0E-8,2.0E-6,2.5592685406981968-0.14275717884269556i,2.5592685406981968,6.925352923728499E-11
4.4,5.0E-8,2.0E-6,2.568276044273429-0.14093902493476382i,2.568276044273429,6.933281130785388E-11
4.4,5.0E-8,2.0E-6,2.5682761073662226-0.1409391553437617i,2.5682761073662226,6.933289827157726E-11
4.4,5.0E-8,2.0E-6,2.5694260119800822-0.05113975406577386i,2.5694260119800822,7.141745544561767E-11
4.4,5.0E-8,2.0E-6,2.569426032491584-0.05113975154932531i,2.569426032491584,7.141752367412583E-11
4.4,5.0E-8,2.0E-6,2.5756392631446947-0.13949527347981105i,2.5756392631446947,6.931297524269591E-11
4.4,5.0E-8,2.0E-6,2.5756393937920303-0.13949564096226885i,2.5756393937920303,6.931302164978607E-11
4.4,5.0E-8,2.0E-6,2.578790244645504-0.04875531267559161i,2.578790244645504,7.050436104080475E-11
4.4,5.0E-8,2.0E-6,2.57891322000781-0.04886831530997566i,2.57891322000781,7.021190908179102E-11
4.4,5.0E-8,2.0E-6,2.581321019829906-0.13833206553484437i,2.581321019829906,6.937314435043497E-11
4.4,5.0E-8,2.0E-6,2.5813787214101103-0.13843173135913395i,2.5813787214101103,6.918088993672875E-11
4.4,5.0E-8,2.0E-6,2.5854201280694027-0.13759116010069244i,2.5854201280694027,6.947131874070355E-11
4.4,5.0E-8,2.0E-6,2.5854201957858023-0.13759139275795523i,2.5854201957858023,6.947137362023414E-11
4.4,5.0E-8,2.0E-6,2.586802322016391-0.04685419965686616i,2.586802322016391,7.125299750061611E-11
4.4,5.0E-8,2.0E-6,2.586802323444482-0.046854201562671234i,2.586802323444482,7.125292298814823E-11
4.4,5.0E-8,2.0E-6,2.5878591168980996-0.137118416804905i,2.5878591168980996,6.989919135467582E-11
4.4,5.0E-8,2.0E-6,2.5878591621481495-0.13711857162288738i,2.5878591621481495,6.989962386499208E-11
4.4,5.0E-8,2.0E-6,2.58867154629252-0.1369612252441521i,2.58867154629252,1.255128864621405E-12
4.4,5.0E-8,2.0E-6,2.5932906868853776-0.04526000728000068i,2.5932906868853776,7.012524964646129E-11
4.4,5.0E-8,2.0E-6,2.593290695566411-0.04526001749880239i,2.593290695566411,7.012558044954259E-11
4.4,5.0E-8,2.0E-6,2.598268844311315-0.04396776244334148i,2.598268844311315,7.043321364134465E-11
4.4,5.0E-8,2.0E-6,2.5983843193063776-0.04408489813831949i,2.5983843193063776,7.003320401787676E-11
4.4,5.0E-8,2.0E-6,2.601918093473384-0.04314809969431386i,2.601918093473384,7.00034640793936E-11
4.4,5.0E-8,2.0E-6,2.6019181030182397-0.04314811133285311i,2.6019181030182397,7.000381441376313E-11
4.4,5.0E-8,2.0E-6,2.6040710285678856-0.04262147565837837i,2.6040710285678856,6.997903268053348E-11
4.4,5.0E-8,2.0E-6,2.604071033977246-0.04262148223802618i,2.604071033977246,6.997928983513168E-11
4.4,5.0E-8,2.0E-6,2.604788300579847-0.042446168443394806i,2.604788300579847,1.0495803322615365E-10
4.4,1.0E-7,2.0E-6,2.4603359276672863-0.07855040964033973i,2.4603359276672863,7.110514833520099E-11
4.4,1.0E-7,2.0E-6,2.4603362025832696-0.07855033715419714i,2.4603362025832696,7.110523575210899E-11
4.4,1.0E-7,2.0E-6,2.462674194922359+2.793086411183167E-16i,2.462674194922359,8.032591050702304E-12
4.4,1.0E-7,2.0E-6,2.4626769186471322,2.4626769186471322,8.032624111803468E-12
4.4,1.0E-7,2.0E-6,2.4807172168419407-0.07333998534275957i,2.4807172168419407,7.098566798232359E-11
4.4,1.0E-7,2.0E-6,2.4807173087222485-0.07333996260317684i,2.4807173087222485,7.098568471324024E-11
4.4,1.0E-7,2.0E-6,2.4992904168657715-0.06849772285099809i,2.4992904168657715,7.122384707824854E-11
4.4,1.0E-7,2.0E-6,2.4995880109329924-0.06867299439943346i,2.4995880109329924,7.074315777374697E-11
4.4,1.0E-7,2.0E-6,2.5165408528655386-0.06426720948815592i,2.5165408528655386,7.094487546187297E-11
4.4,1.0E-7,2.0E-6,2.5165409052419325-0.0642671906988283i,2.5165409052419325,7.0944935269784E-11
4.4,1.0E-7,2.0E-6,2.5218145900911537-0.15007414323910018i,2.5218145900911537,6.962489635730031E-11
4.4,1.0E-7,2.0E-6,2.5219353927985377-0.1502417895649158i,2.5219353927985377,6.936794455533763E-11
4.4,1.0E-7,2.0E-6,2.5320560699851122-0.06036865637020497i,2.5320560699851122,7.093586261682396E-11
4.4,1.0E-7,2.0E-6,2.532056124423331-0.06036864541534652i,2.532056124423331,7.093617597314547E-11
4.4,1.0E-7,2.0E-6,2.5360437739265143-0.14728260130020593i,2.5360437739265143,6.94829381014645E-11
4.4,1.0E-7,2.0E-6,2.536043811192952-0.1472827606728273i,2.536043811192952,6.948286184912193E-11
4.4,1.0E-7,2.0E-6,2.5458781185256876-0.05677549376080312i,2.5458781185256876,7.094059572648155E-11
4.4,1.0E-7,2.0E-6,2.546151581827575-0.05698416617248578i,2.546151581827575,7.043439155222507E-11
4.4,1.0E-7,2.0E-6,2.5484751539237585-0.1447868849899403i,2.5484751539237585,6.972279483853611E-11
4.4,1.0E-7,2.0E-6,2.548475222088756-0.14478708106576543i,2.548475222088756,6.972273670406566E-11
4.4,1.0E-7,2.0E-6,2.5584425060291793-0.05378730943399712i,2.5584425060291793,7.069922652224453E-11
4.4,1.0E-7,2.0E-6,2.5584425068584586-0.053787318085742476i,2.5584425068584586,7.069952743782913E-11
4.4,1.0E-7,2.0E-6,2.5591273975067916-0.14255859692495537i,2.5591273975067916,6.959279229069356E-11
4.4,1.0E-7,2.0E-6,2.559262957794898-0.1427530788108367i,2.559262957794898,6.923325002071327E-11
4.4,1.0E-7,2.0E-6,2.568227448715481-0.14087415998698688i,2.568227448715481,6.947307136914913E-11
4.4,1.0E-7,2.0E-6,2.5682276045018937-0.1408746059427951i,2.5682276045018937,6.947304952802406E-11
4.4,1.0E-7,2.0E-6,2.569360852584847-0.05107903380434722i,2.569360852584847,7.087225346932303E-11
4.4,1.0E-7,2.0E-6,2.5693608695337105-0.05107904369009507i,2.5693608695337105,7.087267016128179E-11
4.4,1.0E-7,2.0E-6,2.5755923741930755-0.13942995446321346i,2.5755923741930755,6.956335054549958E-11
4.4,1.0E-7,2.0E-6,2.575592461190542-0.13943020979064077i,2.575592461190542,6.956339047592382E-11
4.4,1.0E-7,2.0E-6,2.5786621918225805-0.048636442459588695i,2.5786621918225805,7.073159250718926E-11
4.4,1.0E-7,2.0E-6,2.5789138252868713-0.048866111628368014i,2.5789138252868713,7.017899763131865E-11
4.4,1.0E-7,2.0E-6,2.5812286713250323-0.13820525321239063i,2.5812286713250323,6.986683850595469E-11
4.4,1.0E-7,2.0E-6,2.5813773583910997-0.13843053001431432i,2.5813773583910997,6.916966109927571E-11
4.4,1.0E-7,2.0E-6,2.5853730534701582-0.13752858743728105i,2.5853730534701582,7.008135265269112E-11
4.4,1.0E-7,2.0E-6,2.585373104667219-0.13752871636073044i,2.585373104667219,7.008160186438235E-11
4.4,1.0E-7,2.0E-6,2.5867398394465155-0.046793854024535286i,2.5867398394465155,7.145430984466113E-11
4.4,1.0E-7,2.0E-6,2.5867398472240906-0.04679386872877274i,2.5867398472240906,7.14548214628135E-11
4.4,1.0E-7,2.0E-6,2.587812735511396-0.13705521903389548i,2.587812735511396,6.843634499097103E-11
4.4,1.0E-7,2.0E-6,2.5878128228180013-0.1370554905780539i,2.5878128228180013,6.843760277327388E-11
4.4,1.0E-7,2.0E-6,2.588625371924953-0.13689799908756736i,2.588625371924953,1.7499115744050072E-12
4.4,1.0E-7,2.0E-6,2.5932296739214316-0.04519742376528118i,2.5932296739214316,7.01173336879889E-11
4.4,1.0E-7,2.0E-6,2.5932296746949577-0.045197430299354385i,2.5932296746949577,7.011756992256268E-11
4.4,1.0E-7,2.0E-6,2.5981472390830005-0.04384676324361379i,2.5981472390830005,7.074911873723033E-11
4.4,1.0E-7,2.0E-6,2.598384500344014-0.04408437690800223i,2.598384500344014,7.002188609706211E-11
4.4,1.0E-7,2.0E-6,2.6018574250731543-0.04308941472286768i,2.6018574250731543,7.040181497277409E-11
4.4,1.0E-7,2.0E-6,2.601857426453961-0.04308941658931875i,2.601857426453961,7.04015025728067E-11
4.4,1.0E-7,2.0E-6,2.604010982807688-0.04256153057512146i,2.604010982807688,6.993825977746723E-11
4.4,1.0E-7,2.0E-6,2.6040109923043775-0.04256154221164768i,2.6040109923043775,6.993847277115534E-11
4.4,1.0E-7,2.0E-6,2.6047284286037073-0.0423859666769533i,2.6047284286037073,1.0489874481530749E-10
4.4,1.5E-7,2.0E-6,2.46023813019593-0.07849115389652707i,2.46023813019593,7.110649629290903E-11
4.4,1.5E-7,2.0E-6,2.4602395229506735-0.0784908339028058i,2.4602395229506735,7.110728519782473E-11
4.4,1.5E-7,2.0E-6,2.4638115062132444,2.4638115062132444,8.029528616097878E-12
4.4,1.5E-7,2.0E-6,2.463812216131265,2.463812216131265,8.029312458883392E-12
4.4,1.5E-7,2.0E-6,2.48062470277556-0.07327780831575773i,2.48062470277556,7.098752508502573E-11
4.4,1.5E-7,2.0E-6,2.4806256020769686-0.07327760057260828i,2.4806256020769686,7.098807595499472E-11
4.4,1.5E-7,2.0E-6,2.499119126289132-0.06838580568105515i,2.499119126289132,7.139495964148475E-11
4.4,1.5E-7,2.0E-6,2.499585017569892-0.06865897242864202i,2.499585017569892,7.06598912740079E-11
4.4,1.5E-7,2.0E-6,2.5164579200708967-0.06420370786143459i,2.5164579200708967,7.072616692050112E-11
4.4,1.5E-7,2.0E-6,2.5164582463549925-0.06420362642643501i,2.5164582463549925,7.0726562362509E-11
4.4,1.5E-7,2.0E-6,2.521675104090935-0.14990154859771473i,2.521675104090935,6.983477160188608E-11
4.4,1.5E-7,2.0E-6,2.521921065186473-0.15023449165642264i,2.521921065186473,6.935413043516116E-11
4.4,1.5E-7,2.0E-6,2.5319765295940955-0.0603025440078942i,2.5319765295940955,7.06728559756623E-11
4.4,1.5E-7,2.0E-6,2.5319767361920196-0.06030250904576437i,2.5319767361920196,7.067345883746736E-11
4.4,1.5E-7,2.0E-6,2.5359693938942227-0.1471932874078351i,2.5359693938942227,6.962447197734892E-11
4.4,1.5E-7,2.0E-6,2.5359694062808567-0.14719311030311585i,2.5359694062808567,6.962466033239429E-11
4.4,1.5E-7,2.0E-6,2.5457250559998656-0.05665139347740042i,2.5457250559998656,7.113949288261805E-11
4.4,1.5E-7,2.0E-6,2.546151796924574-0.05697643834396279i,2.546151796924574,7.036650922248826E-11
4.4,1.5E-7,2.0E-6,2.5484038845894-0.14469580658588282i,2.5484038845894,6.994784740996484E-11
4.4,1.5E-7,2.0E-6,2.548404005261855-0.14469627222431483i,2.548404005261855,6.994766972757848E-11
4.4,1.5E-7,2.0E-6,2.55836875095381-0.05372164035640647i,2.55836875095381,7.102869027242632E-11
4.4,1.5E-7,2.0E-6,2.558368799654475-0.05372162063010247i,2.558368799654475,7.102830424832634E-11
4.4,1.5E-7,2.0E-6,2.558992042838015-0.14237962949231808i,2.558992042838015,6.9934289958573E-11
4.4,1.5E-7,2.0E-6,2.559258293162338-0.14275266908174505i,2.559258293162338,6.921821091609328E-11
4.4,1.5E-7,2.0E-6,2.5681583802981756-0.1407852995542665i,2.5681583802981756,6.97530969506627E-11
4.4,1.5E-7,2.0E-6,2.568158674605101-0.14078619743164306i,2.568158674605101,6.97530688851485E-11
4.4,1.5E-7,2.0E-6,2.5692895287767263-0.05101057887557781i,2.5692895287767263,7.78405034586935E-11
4.4,1.5E-7,2.0E-6,2.569289537203781-0.05101060480454859i,2.569289537203781,7.784155111350052E-11
4.4,1.5E-7,2.0E-6,2.5755260776855224-0.1393384472552016i,2.5755260776855224,6.989953817147047E-11
4.4,1.5E-7,2.0E-6,2.575526330014063-0.13933922861439677i,2.575526330014063,6.989960710799564E-11
4.4,1.5E-7,2.0E-6,2.5785223877168337-0.0485052620630285i,2.5785223877168337,7.096504811675625E-11
4.4,1.5E-7,2.0E-6,2.578914169701008-0.04886274703136452i,2.578914169701008,7.013496912570001E-11
4.4,1.5E-7,2.0E-6,2.5810948637984583-0.1380285171262622i,2.5810948637984583,7.046411025445454E-11
4.4,1.5E-7,2.0E-6,2.581376693660276-0.1384318235246837i,2.581376693660276,6.91628124172576E-11
4.4,1.5E-7,2.0E-6,2.5853043160910856-0.1374442965855473i,2.5853043160910856,7.063306366729732E-11
4.4,1.5E-7,2.0E-6,2.5853045340952874-0.13744497655680227i,2.5853045340952874,7.063320129687606E-11
4.4,1.5E-7,2.0E-6,2.586671468467753-0.04672763553252027i,2.586671468467753,7.012211712435272E-11
4.4,1.5E-7,2.0E-6,2.5866714995372155-0.046727671161314606i,2.5866714995372155,7.0123323885258E-11
4.4,1.5E-7,2.0E-6,2.5877454681728675-0.13696946960333659i,2.5877454681728675,6.010638027345393E-11
4.4,1.5E-7,2.0E-6,2.5877455724435596-0.13696979230547154i,2.5877455724435596,6.010454852907854E-11
4.4,1.5E-7,2.0E-6,2.588558434944971-0.13681195485471095i,2.588558434944971,2.358694818153956E-12
4.4,1.5E-7,2.0E-6,2.5931632223275103-0.045127550125152995i,2.5931632223275103,7.007117228272399E-11
4.4,1.5E-7,2.0E-6,2.5931632513147282-0.045127585626997715i,2.5931632513147282,7.007211769943488E-11
4.4,1.5E-7,2.0E-6,2.598014264391043-0.0437155703095674i,2.598014264391043,7.106368600244243E-11
4.4,1.5E-7,2.0E-6,2.598384589553602-0.04408350850989368i,2.598384589553602,7.00079392631882E-11
4.4,1.5E-7,2.0E-6,2.6017906425938273-0.043027531406057154i,2.6017906425938273,6.991528967216709E-11
4.4,1.5E-7,2.0E-6,2.6017906689406893-0.043027563313157574i,2.6017906689406893,6.991616641990083E-11
4.4,1.5E-7,2.0E-6,2.603945091258814-0.042497491282501895i,2.603945091258814,6.988976116914072E-11
4.4,1.5E-7,2.0E-6,2.6039451061519245-0.04249750819426252i,2.6039451061519245,6.989009413343124E-11
4.4,1.5E-7,2.0E-6,2.604662766019177-0.042321503174551196i,2.604662766019177,1.048151692662077E-10
4.4,2.0E-7,2.0E-6,2.460133582471028-0.07841956600729397i,2.460133582471028,7.193174392705261E-11
4.4,2.0E-7,2.0E-6,2.4601336375390424-0.07841954747648928i,2.4601336375390424,7.193169982276352E-11
4.4,2.0E-7,2.0E-6,2.4651691273237004+3.737646245541213E-16i,2.4651691273237004,8.037729239027735E-12
4.4,2.0E-7,2.0E-6,2.4651743083030104,2.4651743083030104,8.037268217046335E-12
4.4,2.0E-7,2.0E-6,2.480524742066311-0.0732036218114745i,2.480524742066311,7.10963507728316E-11
4.4,2.0E-7,2.0E-6,2.480524823301329-0.07320360202332643i,2.480524823301329,7.109648331545349E-11
4.4,2.0E-7,2.0E-6,2.4989316278518365-0.06825773339588438i,2.4989316278518365,7.156674680260549E-11
